,statement,link,veracity
659,"Says ""Texas U.S. Rep John Culberson voted to let insurance companies charge people 50 and over five times more than younger people.""",/factchecks/2018/sep/24/lizzie-pannill-fletcher/texass-fletcher-tries-hit-culberson-obamacare/,half-true
660,"Says Democratic congressional candidate Tom Malinowski ""supports a full repeal of the 2017 tax law, which includes vital tax incentives"" for New Jersey communities.",/factchecks/2018/sep/21/leonard-lance/malinowski-lance-tax-bill-fight/,half-true
661,"Says Tennessee Senate candidate Phil Bredesen ""supports single-payer health care.""",/factchecks/2018/sep/20/senate-leadership-fund/gop-super-pac-wrongly-says-democrat-bredesen-suppo/,barely-true
662,"On investigating during the Supreme Court confirmation process, ""The FBI doesn’t do that.""",/factchecks/2018/sep/20/donald-trump/donald-trump-wrong-fbi-limits-kavanaugh-supreme-co/,false
663,"Says Michigan congressional candidate Elissa Slotkin ""just parachuted into the district to run for Congress"" and ""admitted that she doesn’t know our area.""",/factchecks/2018/sep/19/mike-bishop/campaign-ad-accuses-elissa-slotkin-carpetbagging/,half-true
664,"Says Marsha Blackburn ""at the behest of the pharmaceutical industry, co-sponsored a law that weakened DEA enforcement efforts against drug distribution companies that were supplying corrupt doctors and pharmacists who peddled narcotics to the black market.""",/factchecks/2018/sep/18/phil-bredesen/bredesen-blackburn-weakened-dea-opioid-enforcement/,mostly-true
665,"Says 3,000 people ""did not die"" in two hurricanes that hit Puerto Rico. That death toll estimate was ""done by Democrats.""",/factchecks/2018/sep/18/donald-trump/trump-lacks-proof-puerto-rico-hurricane-death-toll/,false
666,"Says Dino Rossi ""stripped"" health care ""from 45,000 children.""",/factchecks/2018/sep/18/house-majority-pac/dino-rossi-take-away-coverage-45000-children/,mostly-true
667,"Says Minnesota U.S. House candidate Joe Radinovich has ""spent his life running from the law, charged with 18 crimes.""",/factchecks/2018/sep/17/congressional-leadership-fund/joe-radinovich-running-law/,barely-true
668,"""Puerto Rico’s electric grid and their electric generating plant was dead before the storms ever hit. It was in very bad shape. It was in bankruptcy. It had no money. It was largely -- you know, it was largely closed.""",/factchecks/2018/sep/13/donald-trump/puerto-ricos-power-grid-was-weak-not-dead-hurrican/,half-true
669,Says the Trump administration transferred $10 million from FEMA to ICE.,/factchecks/2018/sep/13/jeff-merkley/yes-10-million-were-transferred-fema-ice/,true
670,"Says Joe Donnelly ""voted to grant amnesty to millions of illegal immigrants, including criminals, drunk drivers, domestic violence, and worse.""",/factchecks/2018/sep/12/one-nation-pac/immigration-joe-donnelly-amnesty-criminals-indiana/,barely-true
671,"Says at his confirmation hearing Brett Kavanaugh said birth control methods could be considered ""abortion-inducing drugs.""",/factchecks/2018/sep/10/kamala-harris/brett-kavanaugh-birth-control-abortion-inducing/,false
672,"Says Joe Radinovich ""was cited 30 times for not paying court fines.""",/factchecks/2018/sep/10/congressional-leadership-fund/joe-radinovich-no-stranger-traffic-court/,mostly-true
673,"""When Abraham Lincoln made the Gettysburg Address speech, the great speech, do you know he was ridiculed? He was ridiculed.""",/factchecks/2018/sep/07/donald-trump/was-lincolns-gettysburg-address-initially-ridicule/,mostly-true
674,"""Your family"" will pay $2,500 ""after Kara Eastman eliminates your tax cut.""",/factchecks/2018/sep/07/congressional-leadership-fund/congressional-leadership-fund-distorts-kara-eastma/,false
675,"Says Amy McGrath ""wants to fund more welfare for people who can work, but don’t.""",/factchecks/2018/sep/07/congressional-leadership-fund/new-attack-ad-twists-mcgrath-stance-welfare-work-r/,half-true
676,"""In Augusta, (Jared) Golden voted to let welfare recipients use your tax dollars to buy tattoos, tobacco, alcohol, even lottery tickets.""",/factchecks/2018/sep/07/congressional-leadership-fund/super-pac-ad-twists-truth-maine-candidates-welfare/,barely-true
677,"""We’re making (Medicare) stronger. We’re making Social Security stronger.""",/factchecks/2018/sep/06/donald-trump/donald-trump-wrongly-says-social-security-and-medi/,false
678,"""Someone can write an article or book, totally make up stories and form a picture of a person that is literally the exact opposite of the fact, and get away with it without retribution or cost. Don’t know why Washington politicians don’t change libel laws?""",/factchecks/2018/sep/05/donald-trump/donald-trump-inaccurately-describes-libel-law/,false
679,"""Two long running, Obama era, investigations of two very popular Republican Congressmen were brought to a well publicized charge, just ahead of the Mid-Terms, by the Jeff Sessions Justice Department.""",/factchecks/2018/sep/04/donald-trump/fact-checking-donald-trumps-tweet-collins-hunter-i/,barely-true
680,"""For only the second time since 2000, there are more job openings than Americans who are unemployed.""",/factchecks/2018/aug/31/west-virginia-republican-party/wva-gop-right-about-job-openings-unemployed-worker/,true
681,"""A few months ago, it hit where West Virginia is, on a per capita basis, one of the most successful (gross domestic product) states in our union.""",/factchecks/2018/aug/31/donald-trump/donald-trump-mostly-incorrect-about-wva-economic-g/,barely-true
682,"""This year West Virginia produced more AmeriCorps members than any other state.""",/factchecks/2018/aug/31/joe-manchin/does-west-virginia-produce-most-americorps-members/,true
683,"As Tennessee governor, Phil Bredesen ""supported higher taxes on us. Higher gas taxes. Higher sales taxes.""",/factchecks/2018/aug/30/americans-prosperity/attack-ad-falsely-says-bredesen-backed-gassales-ta/,false
684,"Says ""96 percent of (Google News) results on ‘Trump News’ are from National Left-Wing Media.""",/factchecks/2018/aug/29/donald-trump/no-96-google-news-stories-trump-arent-left-wing-ou/,false
685,"Says the ""South African Government is now seizing land from white farmers"" and alleges a ""large scale killing of farmers"" in the country.",/factchecks/2018/aug/24/donald-trump/trump-tweets-incorrect-south-african-land-seizures/,barely-true
686,"Says Kevin Cramer voted to let insurance companies go back to denying coverage for 300,000 North Dakotans with pre-existing conditions.",/factchecks/2018/aug/24/heidi-heitkamp/kevin-cramers-votes-pre-existing-conditions/,half-true
687,"""Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million.""",/factchecks/2018/aug/23/west-virginia-republican-party/west-virginia-gop-largely-accurate-about-food-stam/,mostly-true
688,"""The American economy is continuing its longest monthly streak of job growth in history, with 3.9 million jobs added since President Trump was elected.""",/factchecks/2018/aug/23/west-virginia-republican-party/west-virginia-gop-tweet-correct-about-job-growth/,true
689,"""I want clean air. I want crystal clean water. And we’ve got it. We’ve got the cleanest country in the planet right now.""",/factchecks/2018/aug/23/donald-trump/united-states-not-cleanest-country/,barely-true
690,Says Mike Braun has supported two proposals and a lawsuit to end coverage for people with pre-existing conditions.,/factchecks/2018/aug/20/joe-donnelly/mike-braun-end-coverage-pre-existing-conditions/,mostly-true
691,"Says Sen. Dean Heller ""wants to cut programs like Social Security and Medicare to pay for tax cuts for his ultra-wealthy donors.""",/factchecks/2018/aug/16/jacky-rosen/would-heller-cut-social-security-or-medicare-pay-t/,half-true
692,"Says Jacky Rosen ""skipped work ... at the expense of veterans"" to ""attend a publicity stunt.""",/factchecks/2018/aug/16/dean-heller/did-nevadas-jacky-rosen-skip-key-veterans-vote-pho/,barely-true
693,"""President Trump in his first year and a half has already tripled what President Obama did (for African-American employment) in eight years.""",/factchecks/2018/aug/15/sarah-huckabee-sanders/white-house-base-comparing-african-american-job-gr/,false
694,"""Hospitals are closing in rural America because they don't have access to high-speed internet.""",/factchecks/2018/aug/15/marsha-blackburn/blackburn-broadband-lack-closed-rural-hospitals-it/,false
695,"""Most of that money (made by the NFL) goes to the players.""",/factchecks/2018/aug/13/donald-trump/do-players-get-most-nfl-revenues-donald-trump-says/,barely-true
696,"Says ""43 of Joe’s legislative proposals have become law, including 21 since President Trump took office.""",/factchecks/2018/aug/13/joe-donnelly/facts-behind-joe-donnellys-senate-effectiveness/,mostly-true
697,"Says Matt Rosendale ""consistently supported land use rules that would help developers like him and hurt farmers in Montana.""",/factchecks/2018/aug/09/jon-tester/montana-senate-race-long-standing-battle-between-d/,half-true
698,"""America’s hard-working agricultural producers … have taken a disproportionate hit when it comes to illegal retaliatory tariffs.""",/factchecks/2018/aug/09/sonny-perdue/retaliatory-tariffs-take-heavy-toll-farmers/,mostly-true
699,"""I've always voted for keeping the government open. I’ve never cast a vote to shut down the government.""",/factchecks/2018/aug/06/kevin-cramer/kevin-cramer-distorts-shutdown-record/,barely-true
700,"""You see the Nazi platform from the early 1930s ... look at it compared to the (Democratic Party) platform of today, you're saying, 'Man, those things are awfully similar.'""",/factchecks/2018/aug/03/donald-trump-jr/did-nazi-platform-echo-democratic-platform-donald-/,pants-fire
701,"Says the Koch Brothers sponsored ""a study that shows that Medicare for All would save the American people $2 trillion over a 10-year period.""",/factchecks/2018/aug/03/bernie-sanders/did-conservative-study-show-big-savings-bernie-san/,half-true
702,"""U.S. Steel just announced that they are building six new steel mills.""",/factchecks/2018/aug/02/donald-trump/us-steel-not-opening-six-new-mills-donald-trump/,false
703,"Says HHS Secretary Alex Azar called family separations at the border and detention of children in cages ""one of the great acts of American generosity and charity"" and ""is now in charge.""",/factchecks/2018/aug/02/equity-forward/ad-targets-hhs-secretary-alex-azar-generosity-and-/,barely-true
704,"""Just last year we gave the military a $700 billion budget increase, which they didn’t even ask for.""",/factchecks/2018/aug/01/alexandria-ocasio-cortez/alexandria-ocasio-cortez-defense-budget/,false
705,"""Between the first and second quarters of 2018 — after the tax cuts were enacted — real wages fell by 1.8 percent.""",/factchecks/2018/aug/01/nancy-pelosi/did-wages-fall-18-percent-after-donald-trumps-tax-/,barely-true
706,"""Trump just gave a $12 billion bailout to farmers hurt by his failed tariffs. This will cost every household in the U.S. $95 … Trump is borrowing the money from China since his tax cuts blew a trillion dollar hole in the deficit.""",/factchecks/2018/aug/01/other-98/facebook-graphic-misrepresents-trumps-12-billion-a/,barely-true
707,"""Satanic leader confesses to sacrificing 675 children 'gifted' to him by doctors.""",/factchecks/2018/aug/01/blog-posting/no-evidence-so-called-satanic-leader-sacrificed-60/,half-true
708,"""One out of every 30 people in the Greater Boston area is an illegal alien.""",/factchecks/2018/jul/31/jeff-sessions/jeff-sessions-says-1-out-30-greater-boston-country/,true
709,"""Collusion is not a crime.""",/factchecks/2018/jul/31/donald-trump/donald-trump-says-collusion-no-crime-right/,barely-true
710,"""Even the CBO numbers show now that the entire $1.5 trillion tax cut is virtually paid for by higher revenues and better nominal GDP.""",/factchecks/2018/jul/31/larry-kudlow/wh-economic-chief-kudlow-wrongly-says-cbo-agrees-t/,false
711,"""Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.""",/factchecks/2018/jul/30/donald-trump/has-donald-trump-had-highest-poll-numbers-any-gop-/,false
712,"If a lawsuit backed by Josh Hawley succeeds, ""nearly 2.5 million Missourians with pre-existing conditions could lose their health care coverage.""",/factchecks/2018/jul/26/missouri-democratic-party/would-25-million-missourians-lose-health-coverage-/,half-true
713,"""Trump tax cut benefits all congressional districts, up to $44,697 per family.""",/factchecks/2018/jul/26/kevin-mccarthy/could-trump-tax-cut-save-44697-family/,half-true
714,"Says Sen. Joe Donnelly’s ""family got caught outsourcing jobs to Mexico, and ‘Mexico Joe’ profited up to $80,000.""",/factchecks/2018/jul/26/senate-leadership-fund/did-donnelly-profit-his-familys-outsourcing/,barely-true
715,"""In 99 percent of counties in America, someone making the minimum wage working full time can’t afford a 1-bedroom apartment.""",/factchecks/2018/jul/25/kamala-harris/housing-unaffordable-full-time-minimum-wage-worker/,mostly-true
716,"Says Judge Brett Kavanaugh ""ruled that the Consumer Financial Protection Bureau was unconstitutional (reversed by full Circuit Court).""",/factchecks/2018/jul/25/amy-klobuchar/trump-brett-kavanaugh-scotus-cfpb-unconstitutional/,mostly-true
717,"""President Trump proposed the increase to $700 billion to our military budget, which included the 355-ship Navy, which included a military pay increase, a modest one, which included, a yet even more modest housing allowance, but yet (Sen. Tim Kaine) even voted against giving more money to our men and women who are in the military service and against our housing allowance.""",/factchecks/2018/jul/25/corey-stewart/stewart-mark-repeated-attacks-kaines-support-milit/,barely-true
718,"In New York City, ""for every one person experiencing homelessness here, there are about three vacant apartments.""",/factchecks/2018/jul/25/alexandria-ocasio-cortez/ocasio-cortez-new-york-city-there-are-3-vacant-apa/,mostly-true
719,"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members.",/factchecks/2018/jul/25/mike-pence/mike-pence-accurately-cites-ice-arrest-deportation/,true
720,"""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator … You haven't disavowed Roy Moore's name yet.""",/factchecks/2018/jul/24/tim-kaine/kaine-correct-stewart-skipped-board-meeting-campai/,true
721,"Says Joe Manchin said ""yes to repealing Obamacare. He lied.""",/factchecks/2018/jul/24/patrick-morrisey/did-joe-manchin-say-yes-repealing-obamacare-oppone/,barely-true
722,"""The price of soybeans has fallen 50% since 5 years before the election. A big reason is bad (terrible) trade deals with other countries.""",/factchecks/2018/jul/24/donald-trump/donald-trump-falsely-blames-trade-deals-lower-soyb/,barely-true
723,"""There are billboards in Central America in the Northern Triangle countries advertising how to grab a kid to get into the United States illegally.""",/factchecks/2018/jul/23/kirstjen-nielsen/dhs-kirstjen-nielsen-falsely-says-there-are-billbo/,false
724,"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Mueller’s investigation into links between the Trump campaign and Russia.",/factchecks/2018/jul/23/donald-trump/donald-trump-falsely-says-new-carter-page-document/,false
725,"""Puerto Rico mayor facing fraud charges over $3M in federal disaster relief""",/factchecks/2018/jul/19/blog-posting/misleading-article-implies-puerto-rico-hurricane-a/,false
726,"""Unemployment is low because everyone has two jobs. Unemployment is low because people are working 60, 70, 80 hours a week and can barely feed their family.""",/factchecks/2018/jul/18/alexandria-ocasio-cortez/alexandria-ocasio-cortez-wrong-several-counts-abou/,pants-fire
727,"Says Brett Kavanaugh ""refused to uphold key patient protections in the past.""",/factchecks/2018/jul/18/demand-justice/pro-aca-group-court-pick-kavanaugh-refused-uphold-/,half-true
728,"""The Electoral College is much more advantageous for Democrats.""",/factchecks/2018/jul/17/donald-trump/donald-trumps-questionable-claim-electoral-college/,false
729,"""An elderly British politician has been savagely beaten to a bloody pulp by a gang of anti-Trump protestors because he ‘welcomed’ the U.S. president to the United Kingdom.""",/factchecks/2018/jul/17/blog-posting/no-evidence-political-motives-ambassador-attack/,barely-true
730,"""The servers of the Pakistani gentleman that worked on the DNC"" are ""missing.""",/factchecks/2018/jul/16/donald-trump/missing-servers-donald-trump-vladimir-putin/,false
731,"Says associates of financier Bill Browder ""sent a huge amount of money, over $400 million, as a contribution to the campaign of Hillary Clinton.""",/factchecks/2018/jul/16/vladimir-putin/putins-pants-fire-claim-about-400-million-donation/,pants-fire
732,"""The Russian state has never interfered ... into internal American affairs including election process.""",/factchecks/2018/jul/16/vladimir-putin/vladimir-putin-falsely-claims-russia-never-interfe/,pants-fire
733,"Says Supreme Court nominee Brett Kavanaugh’s opinion that a president ""may decline to enforce a statute . . . when the president deems the statute unconstitutional"" is ""contrary to 200 years of Supreme Court precedent.""",/factchecks/2018/jul/16/bernie-sanders/brett-kavanaugh-supreme-court-president-power/,barely-true
734,"""$1.8 billion Of Soros’ money just intercepted – he could officially go to prison for years""",/factchecks/2018/jul/13/blog-posting/soros-not-headed-jail/,pants-fire
735,"Says Patrick Morrisey’s ""family’s firm was paid $500,000 to lobby AGAINST Trump’s last Supreme Court nominee, Neil Gorsuch.""",/factchecks/2018/jul/13/west-virginia-democratic-party/did-patrick-morriseys-family-firm-lobby-against-go/,half-true
736,"Since 2014, ""each year, (NATO) nations have been increasing their contributions.""",/factchecks/2018/jul/12/john-kerry/john-kerry-rebuts-trump-nato-spending-was-not-down/,true
737,"""The United States was paying for anywhere from 70 to 90 percent of (NATO), depending on the way you calculate.""",/factchecks/2018/jul/12/donald-trump/donald-trump-misleads-us-defense-spending-nato-bud/,barely-true
738,"""Shocking Video Emerges of Obama Mocking God and the Bible.""",/factchecks/2018/jul/12/blog-posting/old-obama-video-misrepresents-his-views-christiani/,false
739,"""Many countries (in NATO) owe us a tremendous amount of money for many years back, where they’re delinquent, as far as I’m concerned, because the United States has had to pay for them.""",/factchecks/2018/jul/11/donald-trump/trump-falsely-claims-nato-countries-owe-united-sta/,false
740,"On assault weapons, Supreme Court nominee Brett Kavanaugh’s position is ""way out of the judicial mainstream, far to the right of even late Justice Scalia.""",/factchecks/2018/jul/11/chris-murphy/brett-kavanaugh-supreme-court-gun-control-second/,barely-true
741,"Immigrants ""can show up at any embassy or consulate abroad"" to make their asylum claims.",/factchecks/2018/jul/10/raul-labrador/no-immigrants-cannot-apply-asylum-us-embassies-or-/,false
742,"Says Brett Kavanaugh ""has said the president shouldn't be investigated.""",/factchecks/2018/jul/10/charles-schumer/trumps-supreme-court-pick-said-presidents-shouldnt/,half-true
743,"""Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.""",/factchecks/2018/jul/10/blog-posting/did-justice-kennedy-quit-due-family-ties-trump-and/,false
744,"Says ""Claire McCaskill voted for 100 percent of President Obama’s judicial nominees.""",/factchecks/2018/jul/10/josh-hawley/did-claire-mccaskill-vote-100-obamas-judicial-nomi/,mostly-true
745,"""83% of Trump tax breaks go to the wealthiest 1%.""",/factchecks/2018/jul/10/tax-march/nevada-tv-ad-cherry-picks-tax-cut-benefits-top-1/,half-true
746,"""I have watched ICE liberate towns from the grasp of MS-13.""",/factchecks/2018/jul/09/donald-trump/did-ice-liberate-towns-donald-trump-claimed-have-w/,false
747,"""ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.""",/factchecks/2018/jul/06/alexandria-ocasio-cortez/alexandria-ocasio-cortez-misrepresents-ices-detent/,false
748,"""39% of All California Students are illegals.""",/factchecks/2018/jul/05/viral-image/no-39-california-students-arent-undocumented/,false
749,"""More than 66% of ALL births in California are to illegals on Medi-Cal.""",/factchecks/2018/jul/05/viral-image/viral-image-overstates-births-undocumented-mothers/,false
750,"Says Ronald Reagan said immigrants ""brought with them courage and the values of family, work, and freedom. Let us pledge to each other that we can make America great again.""",/factchecks/2018/jul/03/becoming-american-initiative/did-ronald-reagan-say-immigrants-made-america-grea/,mostly-true
751,"""Tim Kaine doesn’t want a border at all. He wants to get rid of Immigration and Customs Enforcement and basically the border patrol as well.""",/factchecks/2018/jul/03/corey-stewart/corey-stewart-falsely-claims-sen-tim-kaine-wants-d/,pants-fire
752,"""The deficit ... is coming down, and it’s coming down rapidly.""",/factchecks/2018/jul/02/larry-kudlow/larry-kudlow-wrong-about-deficits-falling-rapidly-/,pants-fire
753,"""Watch those GDP numbers. We started off at a very low number, and right now we hit a 3.2 (percent). Nobody thought that was possible.""",/factchecks/2018/jul/02/donald-trump/donald-trump-base-describing-gdp-growth-his-watch/,false
754,"""The European Union … they send us Mercedes, they send us -- by the millions -- the BMWs -- cars by the millions.""",/factchecks/2018/jul/02/donald-trump/donald-trump-wrong-mercedes-bmw-import-cars-us-mil/,false
755,"""Our courts find that 80 percent of those who do file for asylum aren’t qualified for it, do not merit that relief.""",/factchecks/2018/jul/02/jeff-sessions/jeff-sesssions-false-claim-80-percent-asylum-appli/,false
756,"""Pat Morrisey joined a federal lawsuit to allow insurance companies to deny coverage for people with pre-existing conditions.""",/factchecks/2018/jun/26/joe-manchin/did-patrick-morrisey-join-lawsuit-allow-insurers-d/,mostly-true
757,"Says Republican gubernatorial candidate Adam Laxalt ""tried to cut a deal with big pharma"" in a lawsuit.",/factchecks/2018/jun/25/afscme/ad-falsely-accuses-nevadas-gop-governor-candidate-/,false
758,"""Fact: Over 90,000 kids were detained under Obama. And no one cared.""",/factchecks/2018/jun/25/brad-parscale/tyes-immigrant-children-detained-under-obama-they-/,barely-true
759,"A Chinese proverb says, ""Those who say it can not be done, should not interrupt those doing it.""",/factchecks/2018/jun/22/ivanka-trump/no-evidence-link-ivanka-trump-quote-chinese-prover/,false
760,"""There's been a 1,700 percent increase in asylum claims over the last 10 years.""",/factchecks/2018/jun/21/donald-trump/1700-percent-increase-asylum-claims/,mostly-true
761,"""You can’t (end the separation of families at the border) through an executive order.""",/factchecks/2018/jun/21/donald-trump/trump-changes-course-stops-family-separation-borde/,full-flop
762,"Says Sen. Tim Kaine ""approves of and even applauds his son's participation in a known terrorist organization, #Antifa.""",/factchecks/2018/jun/20/corey-stewart/corey-stewarts-comments-sen-tim-kaine-and-antifa/,barely-true
763,"""I have always condemned … any of these white supremacists or bigots or anything like that.""",/factchecks/2018/jun/20/corey-stewart/corey-stewarts-history-far-right-explained/,barely-true
764,Says Kevin Cramer wants to cut Social Security and Medicare to pay for tax cuts.,/factchecks/2018/jun/19/senate-majority-pac/fact-checking-democratic-attack-kevin-cramers-stat/,half-true
765,"""Crime in Germany is way up.""",/factchecks/2018/jun/18/donald-trump/donald-trump-wrong-about-crime-germany/,false
766,"""The science is clear, under President Trump greenhouse gas emissions are down.""",/factchecks/2018/jun/18/environmental-protection-agency/are-greenhouse-emissions-down-under-donald-trump-e/,half-true
767,"Says Dean Heller helped ""craft a partisan repeal bill that also would have slashed coverage protections for people with pre-existing conditions.""",/factchecks/2018/jun/13/jacky-rosen/did-nevadas-heller-back-bill-cut-pre-existing-cond/,half-true
768,"Says Bill Clinton ""spent $3 billion and got nothing. And (North Korea) started making nuclear weapons a day later.""",/factchecks/2018/jun/13/donald-trump/bill-clinton-north-korea-3-billion-nuclear/,barely-true
769,"""Canada charges the U.S. a 270% tariff on Dairy Products! They didn’t tell you that, did they? Not fair to our farmers!""",/factchecks/2018/jun/13/donald-trump/fact-checking-donald-trumps-tweets-about-canadas-2/,mostly-true
770,"""101 utilities cut rates, credit GOP tax cuts.""",/factchecks/2018/jun/11/donald-trump/have-101-utilities-cut-rates-thanks-gop-tax-bill/,mostly-true
771,"Say President Donald Trump ""dictated a short but accurate response to the New York Times article"" about the Trump Tower meeting with Russians.",/factchecks/2018/jun/07/president-trumps-lawyers/was-initial-trump-statement-ny-times-accurate-lawy/,barely-true
772,"Says ""Rosie O’Donnell apparently committed the same offense five times, five times, when she broke the identical law that Dinesh (D'Souza) was prosecuted for.""",/factchecks/2018/jun/06/ted-cruz/dinesh-dsouza-and-rosie-odonnell-fec-violations-di/,false
773,"""If you are talking about Canada .. our wine cannot sit on their supermarkets.""",/factchecks/2018/jun/06/kevin-mccarthy/us-wine-barred-canadian-supermarkets/,half-true
774,"""I left the White House $16 million in debt.""",/factchecks/2018/jun/05/bill-clinton/bill-clinton-16-million-debt-monica-lewinsky/,barely-true
775,"Says Marsha Blackburn ""voted against military pay raise.""",/factchecks/2018/jun/05/tennessee-democratic-party/tennessee-democrats-slam-blackburn-military-pay-vo/,half-true
776,"""The bottom line is clear: Under the policies of this unified Republican government, American workers, families, and business owners are achieving economic growth that is unmatched in recent memory. … More than 1 million new jobs have been created just since we passed tax reform last December.""",/factchecks/2018/jun/05/mitch-mcconnell/how-strong-have-job-gains-been-tax-bill-passed/,half-true
777,"Says Heidi Heitkamp has ""never been interested in"" regulatory relief ""until all of a sudden I become a candidate for the Senate and put pressure on.""",/factchecks/2018/jun/04/kevin-cramer/kevin-cramer-distorts-heidi-heitkamps-record-banki/,false
778,"Republican ""sabotage"" cost 3.2 million people coverage in 2017.",/factchecks/2018/jun/01/protect-our-care/did-republican-sabotage-cost-32-million-their-heal/,half-true
779,"""We’ve been down this road before—blanket protectionism is a big part of why America had a Great Depression.""",/factchecks/2018/may/31/ben-sasse/protectionism-big-part-great-depression-ben-sasse-/,true
780,"""We got $6 billion for opioid and getting rid of that scourge that’s taking over our country. And the numbers are way down.""",/factchecks/2018/may/31/donald-trump/donald-trump-falsely-claims-opioid-numbers-way-dow/,false
781,"""Amazon Echo is recording every conversation in a person's home and transmitting it to the cloud.""",/factchecks/2018/may/31/ro-khanna/your-amazon-alexa-spying-you/,barely-true
782,Says Whoopi Goldberg wore a shirt that shows Donald Trump firing a gun at himself.,/factchecks/2018/may/30/viral-image/whoopi-goldberg-shirt-donald-trump-doctored/,pants-fire
783,"Speaking of immigration cases, says, ""We have thousands of judges.""",/factchecks/2018/may/30/donald-trump/donald-trumps-false-claim-about-thousands-immigrat/,false
784,"""The Failing @nytimes quotes ‘a senior White House official,’ who doesn’t exist, as saying ‘even if the meeting were reinstated, holding it on June 12 would be impossible, given the lack of time and the amount of planning needed.’ WRONG AGAIN! Use real people, not phony sources.""",/factchecks/2018/may/29/donald-trump/donald-trump-said-ny-times-source-didnt-exist-he-d/,pants-fire
785,"A ""horrible law"" requires that children be separated from their parents ""once they cross the Border into the U.S.""",/factchecks/2018/may/29/donald-trump/trump-blames-democrat-own-policy-separating-family/,false
786,"""Democrats mistakenly tweet 2014 pictures from Obama’s term showing children from the Border in steel cages.""",/factchecks/2018/may/29/donald-trump/trump-correctly-tweets-democrats-mistakenly-tweete/,true
787,"""Gov. Kay Ivey gave nearly $1 million of taxpayers’ money to a liberal activist organization that promotes alternative lifestyles and transgenderism.""",/factchecks/2018/may/29/scott-dawson/scott-dawson-alabama-governor-kay-ivey-lgbtq/,barely-true
788,"""While Phil Bredesen was in the governor’s office, the number of Tennesseans on unemployment nearly doubled.""",/factchecks/2018/may/29/tennessee-republican-party/tennessee-gop-slams-democrat-senate-race-jobs-over/,half-true
789,"""Trained police hit their targets less than 30 percent of the time.""",/factchecks/2018/may/25/shannon-watts/do-more-7-10-police-bullets-miss-their-mark-gun-co/,half-true
790,"A recent spending bill had at least ""$1.6 billion in there ... for schools to give them an opportunity to secure them.""",/factchecks/2018/may/24/nancy-pelosi/did-congress-recently-approve-16-billon-school-saf/,barely-true
791,"Says ""Nancy Pelosi came out in favor of MS-13.""",/factchecks/2018/may/24/donald-trump/donald-trumps-false-claim-nancy-pelosi-came-out-fa/,false
792,"Says James Clapper said ""that the FBI was spying on (Trump's) campaign.""",/factchecks/2018/may/23/donald-trump/did-ex-intelligence-chief-clapper-say-fbi-spied-tr/,false
793,"""El precio de combustible ha aumentado un 25% este año"" / ""The price of gas has increased 25% this year.""",/factchecks/2018/may/23/senate-democrats/have-gas-prices-soared-25-year/,barely-true
794,"The Mueller investigation is ""soon to be $20,000,000.""",/factchecks/2018/may/23/donald-trump/mueller-probe-costing-20-million-donald-trump-says/,half-true
795,"""Taking into account inflation, the federal minimum wage is actually worth less than what it was worth 50 years ago.""",/factchecks/2018/may/22/tina-smith/minimum-wage-worth-less-now-50-years-ago/,true
796,"Perpetrators of school shootings ""have been drugged in many cases … many of these young boys have been on Ritalin since they were in kindergarten.""",/factchecks/2018/may/22/oliver-north/no-connection-ritalin-school-shootings-nra/,false
797,"""You’re going to have an increase in the amount of ice in Antarctica because of global warming.""",/factchecks/2018/may/21/mo-brooks/mo-brooks-incomplete-comments-antarctic-ice/,barely-true
798,"Say Maxine Waters told CNN’s Anderson Cooper that her first act as president would be to ""impeach Donald Trump.""",/factchecks/2018/may/17/blog-posting/no-maxine-waters-comment-anderson-cooper-meme-made/,pants-fire
799,"""Religion in America isn’t receding. It’s just the opposite. Faith is gaining new life across America every day.""",/factchecks/2018/may/16/mike-pence/mike-pence-right-religion-gaining-new-life-us/,half-true
800,"Says of MS-13 gang members, ""We are getting them out of our country by the thousands.""",/factchecks/2018/may/15/donald-trump/donald-trump-exaggerates-number-ms-13-gang-members/,barely-true
801,"""In 2016, an officer was assaulted in America on an average of every 10 minutes.""",/factchecks/2018/may/15/donald-trump/police-officer-assaulted-every-10-minutes/,mostly-true
802,"""If Joe Manchin had his way, Judge Gorsuch never would have been able to get a vote.""",/factchecks/2018/may/15/patrick-morrisey/patrick-morrisey-cherry-picks-joe-manchins-votes-t/,barely-true
803,"Says Joe Manchin displayed an ""unwillingness to change the failed Obamacare.""",/factchecks/2018/may/15/patrick-morrisey/patrick-morrisey-says-joe-manchin-wont-budge-obama/,half-true
804,"Says Dean Heller ""has voted for a GOP bill that funded efforts to revive Yucca Mountain.""",/factchecks/2018/may/14/jacky-rosen/rosen-misleads-heller-yucca-mountain-vote/,barely-true
